,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,keywords
2834,Ragnarok: Hikari to Yami no Koujo,PSP,2011.0,Role-Playing,GungHo,0.02,0.0,0.05,0.0,0.07,,,,,,,"Ragnarok: Hikari to Yami no Koujo,Hikari to Yami no Koujo,Ragnarok"
2835,Earth Defense Force 2: Invaders from Planet Space,Vita,2014.0,Action,Xseed Games,0.02,0.0,0.04,0.01,0.07,72.0,20.0,8.5,22.0,Sandlot,T,"Earth Defense Force 2,Earth Defense Force 2: Invaders from Planet Space,Invaders from Planet Space"
2836,Dynasty Warriors 8: Empires,Xbox One,2014.0,Action,Tecmo Koei,0.04,0.02,0.0,0.01,0.07,58.0,10.0,6.8,15.0,Koei Tecmo Games,T,"Empires,Dynasty Warriors 8: Empires,Dynasty Warriors 8"
2837,Tank! Tank! Tank!,Wii U,2012.0,Action,Namco Bandai Games,0.02,0.01,0.05,0.0,0.07,,,,,,,Tank! Tank! Tank!
2838,Mugen Souls Z,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07,57.0,26.0,6.4,56.0,Compile Heart,T,Mugen Souls Z
2839,Guilty Gear Xrd -Revelator-,PS3,2016.0,Fighting,PQube,0.02,0.02,0.03,0.01,0.07,,,,,,,Guilty Gear Xrd -Revelator-
2840,Pizza Delivery Boy,Wii,2010.0,Simulation,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,,,tbd,,Attractive Games,E,Pizza Delivery Boy
2841,Alpha and Omega,DS,2010.0,Action,Unknown,0.06,0.0,0.0,0.0,0.07,,,tbd,,Storm City Games,E,Alpha and Omega
2842,Eagle Flight,PS4,2016.0,Adventure,Ubisoft,0.01,0.05,0.0,0.01,0.07,72.0,31.0,7.8,22.0,"Ubisoft, FunHouse",E10+,Eagle Flight
2843,Legend of Kay,PS4,2015.0,Action,Nordic Games,0.02,0.03,0.0,0.01,0.07,,,,,,,Legend of Kay
2844,Cartoon Network: Punch Time Explosion XL,PS3,2011.0,Fighting,Crave Entertainment,0.06,0.0,0.0,0.01,0.07,,,,,,,"Cartoon Network,Punch Time Explosion XL,Cartoon Network: Punch Time Explosion XL"
2845,Beat City,DS,2010.0,Misc,THQ,0.06,0.0,0.0,0.0,0.07,70.0,7.0,tbd,,Universomo,E,Beat City
2846,Inversion,PS3,2012.0,Shooter,Namco Bandai Games,0.03,0.03,0.0,0.01,0.07,56.0,23.0,5.4,43.0,Saber Interactive,M,Inversion
2847,Assassin's Creed Chronicles,Vita,2016.0,Action,Ubisoft,0.01,0.04,0.01,0.01,0.07,70.0,6.0,8,24.0,Climax Studios,T,"Assassin's Creed,Assassin's Creed Chronicles"
2848,Major League Baseball 2K10,PSP,2010.0,Sports,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,,,tbd,,Visual Concepts,E,Major League Baseball 2K10
2849,Titanic Mystery,DS,2010.0,Puzzle,PlayV,0.05,0.01,0.0,0.01,0.07,,,tbd,,Purple Hills,T,Titanic Mystery
2850,Transformer: Rise of the Dark Spark (3DS),3DS,2014.0,Role-Playing,Activision,0.05,0.01,0.0,0.01,0.07,,,,,,,"Transformer,Rise of the Dark Spark (3DS),Transformer: Rise of the Dark Spark (3DS)"
2851,Junior Classic Books & Fairytales,DS,2010.0,Misc,GSP,0.05,0.01,0.0,0.01,0.07,,,,,,,Junior Classic Books & Fairytales
2852,Brothers in Arms: Furious 4,PS3,2012.0,Shooter,Ubisoft,0.01,0.05,0.0,0.01,0.07,,,,,Gearbox Software,M,"Brothers in Arms,Brothers in Arms: Furious 4,Brothers in Arms: Furious,Furious 4"
2853,Top Gun,PS3,2011.0,Simulation,505 Games,0.06,0.0,0.0,0.01,0.07,49.0,25.0,4.4,5.0,Doublesix,T,Top Gun
2854,Sherlock Holmes: Crimes & Punishments,PS3,2014.0,Adventure,Focus Home Interactive,0.03,0.03,0.0,0.01,0.07,,,,,,,"Sherlock Holmes: Crimes & Punishments,Crimes & Punishments,Sherlock Holmes"
2855,Basketball Hall of Fame Ultimate Hoops Challenge,Wii,2010.0,Sports,Zoo Games,0.06,0.0,0.0,0.0,0.07,,,tbd,,Collision Studios,E,Basketball Hall of Fame Ultimate Hoops Challenge
2856,Dragon Ball Z: Battle of Z,Xbox 360,2014.0,Fighting,Namco Bandai Games,0.01,0.05,0.0,0.0,0.07,53.0,17.0,5.1,44.0,Artdink,T,"Dragon Ball Z,Battle of Z,Dragon Ball Z: Battle of Z,Dragonball"
2857,Generator Rex: Agent of Providence,DS,2011.0,Action,Activision,0.05,0.01,0.0,0.01,0.07,,,tbd,,Virtuos,E10+,"Generator Rex,Generator Rex: Agent of Providence,Agent of Providence"
2858,Daniel X: The Ultimate Power,DS,2010.0,Action,THQ,0.06,0.0,0.0,0.0,0.07,,,tbd,,Griptonite Games,E10+,"The Ultimate Power,Daniel X: The Ultimate Power,Daniel X"
2859,Order Up!!,PS3,2011.0,Action,Funbox Media,0.05,0.01,0.0,0.01,0.07,,,,,,,Order Up!!
2860,Reader Rabbit 1st Grade,Wii,2010.0,Misc,Graffiti,0.06,0.0,0.0,0.0,0.07,,,tbd,,Graffiti Entertainment,E,Reader Rabbit 1st Grade
2861,BlazBlue: Chrono Phantasma Extend,Xbox One,2015.0,Action,PQube,0.05,0.01,0.0,0.01,0.07,,,6.3,4.0,Arc System Works,T,"BlazBlue: Chrono Phantasma Extend,BlazBlue,Chrono Phantasma Extend"
2862,TRON: Evolution,Windows,2010.0,Action,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.07,57.0,11.0,6,25.0,Propaganda Games,T,"Evolution,TRON: Evolution,TRON"
2863,Pac-Man and the Ghostly Adventures 2,Wii U,2014.0,Adventure,Namco Bandai Games,0.04,0.02,0.0,0.01,0.07,,,7,9.0,Vicious Cycle,E10+,"Pac-Man and the Ghostly Adventures,Pac-Man and the Ghostly Adventures 2"
2864,Mayhem 3D,Xbox 360,2011.0,Racing,Evolved Games,0.06,0.0,0.0,0.0,0.07,47.0,4.0,8.6,9.0,Zoo Games,E10+,Mayhem 3D
2865,Cities XL 2012,Windows,2011.0,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07,61.0,18.0,5.6,95.0,Monte Cristo Multimedia,E,"Cities XL 2012,Cities XL"
2866,Just Dance: Disney Party 2,Xbox 360,2015.0,Action,Ubisoft,0.05,0.01,0.0,0.01,0.07,,,tbd,,Ubisoft,E,"Just Dance,Just Dance: Disney Party 2,Just Dance: Disney Party,Disney Party 2"
2867,Natural Doctrine,Vita,2014.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.07,60.0,7.0,7.5,29.0,Kadokawa,M,Natural Doctrine
2868,Hasbro Family Game Night Fun Pack,Xbox 360,2011.0,Misc,Electronic Arts,0.06,0.0,0.0,0.0,0.07,,,tbd,,Electronic Arts,E,Hasbro Family Game Night Fun Pack
2869,Risen 3: Titan Lords,Xbox 360,2014.0,Role-Playing,Deep Silver,0.02,0.04,0.0,0.0,0.06,44.0,8.0,4.4,69.0,Piranha Bytes,M,"Risen 3: Titan Lords,Risen 3,Titan Lords"
2870,Motion Explosion!,Xbox 360,2011.0,Misc,505 Games,0.05,0.01,0.0,0.0,0.06,,,,,,,Motion Explosion!
2871,Moshi Monsters: Katsuma Unleashed,3DS,2013.0,Action,Activision,0.03,0.03,0.0,0.01,0.06,,,tbd,,Black Lantern Studios,E,"Moshi Monsters,Moshi Monsters: Katsuma Unleashed,Katsuma Unleashed"
2872,Crime Lab: Body of Evidence,DS,2010.0,Adventure,City Interactive,0.05,0.01,0.0,0.0,0.06,53.0,13.0,tbd,,City Interactive,T,"Crime Lab,Body of Evidence,Crime Lab: Body of Evidence"
2873,You Don't Know Jack,DS,2011.0,Misc,THQ,0.06,0.0,0.0,0.0,0.06,,,tbd,,Jellyvision,T,You Don't Know Jack
2874,Cosmos Chaos!,DS,2010.0,Misc,Mentor Interactive,0.06,0.0,0.0,0.0,0.06,,,,,,,Cosmos Chaos!
2875,Criminal Girls: Invite Only,Vita,2013.0,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,55.0,31.0,6.7,37.0,"Image Epoch, Imageepoch",M,"Criminal Girls: Invite Only,Criminal Girls,Invite Only"
2876,Darksiders II,Xbox One,2015.0,Action,Nordic Games,0.04,0.02,0.0,0.01,0.06,,,,,,,"Darksiders II,Darksiders"
2877,Tournament of Legends,Wii,2010.0,Fighting,Sega,0.04,0.02,0.0,0.01,0.06,45.0,38.0,6.9,11.0,High Voltage Software,T,Tournament of Legends
2878,James Bond 007: Blood Stone,DS,2010.0,Shooter,Activision,0.05,0.01,0.0,0.0,0.06,70.0,10.0,tbd,,n-Space,T,"James Bond 007,Blood Stone,James Bond 007: Blood Stone"
2879,Fist of the North Star: Ken's Rage 2,Xbox 360,2012.0,Fighting,Tecmo Koei,0.03,0.01,0.02,0.0,0.06,55.0,18.0,7.1,20.0,Koei,M,"Fist of the North Star: Ken's Rage,Fist of the North Star,Ken's Rage 2,Fist of the North Star: Ken's Rage 2"
2880,Monster Tale,DS,2011.0,Platform,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,79.0,15.0,8,15.0,DreamRift,E,Monster Tale
2881,Mirror's Edge Catalyst,Windows,2016.0,Platform,Electronic Arts,0.01,0.05,0.0,0.0,0.06,74.0,24.0,4.4,606.0,EA DICE,T,Mirror's Edge Catalyst
2882,Western Riding Academy,DS,2010.0,Simulation,Destineer,0.06,0.0,0.0,0.0,0.06,,,tbd,,Snapdragon,E,Western Riding Academy
2883,The Amazing Spider-Man 2 (2014),3DS,2014.0,Action,Activision,0.03,0.03,0.0,0.01,0.06,,,,,,,"The Amazing Spider-Man 2 (2014),The Amazing Spider-Man 2"
2884,Paws & Claws: Marine Rescue,DS,2011.0,Simulation,THQ,0.06,0.0,0.0,0.0,0.06,,,,,,,"Paws & Claws: Marine Rescue,Paws & Claws,Marine Rescue"
2885,Odin Sphere: Leifthrasir,PS3,2016.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.06,,,7,29.0,Vanillaware,T,"Leifthrasir,Odin Sphere: Leifthrasir,Odin Sphere"
2886,Johnny Test,DS,2011.0,Platform,505 Games,0.06,0.0,0.0,0.0,0.06,,,0.9,7.0,"505 Games, Sarbakan Inc.",E,Johnny Test
2887,One Piece: Burning Blood,Xbox One,2016.0,Fighting,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,60.0,10.0,5.8,12.0,Spike Chunsoft,T,"One Piece,One Piece: Burning Blood,Burning Blood"
2888,TrackMania Turbo,Xbox One,2016.0,Action,Ubisoft,0.02,0.04,0.0,0.0,0.06,76.0,12.0,7.7,27.0,Nadeo,E,TrackMania Turbo
2889,Jewels of the Ages,DS,2011.0,Puzzle,City Interactive,0.03,0.02,0.0,0.01,0.06,,,tbd,,City Interactive,E,Jewels of the Ages
2890,Zero Escape: Zero Time Dilemma,Vita,2016.0,Adventure,Aksys Games,0.03,0.0,0.02,0.01,0.06,83.0,31.0,8.3,116.0,"Spike Chunsoft, Chime",M,"Zero Escape,Zero Time Dilemma,Zero Escape: Zero Time Dilemma"
2891,NHL Legacy,Xbox 360,2015.0,Action,Electronic Arts,0.06,0.0,0.0,0.01,0.06,,,,,,,NHL Legacy
2892,Santa Claus Is Comin' to Town!,DS,2011.0,Puzzle,Crave Entertainment,0.06,0.0,0.0,0.0,0.06,,,,,,,Santa Claus Is Comin' to Town!
2893,My Pet Chimp,DS,2010.0,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06,,,tbd,,505 Games,E,My Pet Chimp
2894,Generator Rex: Agent of Providence,Xbox 360,2011.0,Action,Activision,0.05,0.01,0.0,0.0,0.06,,,4,6.0,Virtuos,E10+,"Generator Rex,Generator Rex: Agent of Providence,Agent of Providence"
2895,Steins;Gate,PS3,2012.0,Adventure,PQube,0.01,0.02,0.02,0.01,0.06,83.0,8.0,8.7,51.0,Nitro+,M,Steins;Gate
2896,Nights of Azure,PS4,2015.0,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,67.0,40.0,7.6,71.0,Gust,T,Nights of Azure
2897,Age of Empires Online,Windows,2011.0,Strategy,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.06,70.0,44.0,5.6,186.0,Gas Powered Games,E10+,Age of Empires Online
2898,ZhuZhu Pets: Quest for Zhu,DS,2011.0,Misc,Activision,0.06,0.0,0.0,0.0,0.06,,,tbd,,,,"Quest for Zhu,ZhuZhu Pets,ZhuZhu Pets: Quest for Zhu"
2899,Akai Katana Shin,Xbox 360,2011.0,Shooter,Cave,0.04,0.0,0.01,0.0,0.06,,,,,,,Akai Katana Shin
2900,The LEGO Movie Videogame,Windows,2014.0,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.0,0.06,68.0,7.0,6.8,33.0,TT Games,E10+,The LEGO Movie Videogame
2901,DuckTales: Remastered,Wii U,2013.0,Action,Capcom,0.06,0.0,0.0,0.01,0.06,76.0,10.0,7.9,100.0,WayForward,E,"DuckTales,DuckTales: Remastered,Remastered"
2902,MX vs. ATV Supercross,Xbox 360,2014.0,Racing,Nordic Games,0.03,0.02,0.0,0.01,0.06,48.0,10.0,4.8,14.0,Nordic Games Publishing,E,MX vs. ATV Supercross
2903,Grand Kingdom,Vita,2015.0,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,76.0,11.0,8.8,33.0,Spike Chunsoft,T,Grand Kingdom
2904,Transformer: Rise of the Dark Spark,Wii U,2014.0,Action,Activision,0.04,0.01,0.0,0.01,0.06,,,,,,,"Transformer,Rise of the Dark Spark,Transformer: Rise of the Dark Spark"
2905,DreamWorks Super Star Kartz,Xbox 360,2011.0,Racing,Activision,0.05,0.01,0.0,0.0,0.06,,,tbd,,Activision,E,DreamWorks Super Star Kartz
2906,Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015.0,Shooter,Xseed Games,0.03,0.02,0.0,0.01,0.06,64.0,40.0,7.9,51.0,Sandlot,M,"The Shadow of New Despair,Earth Defense Force 4.1,Earth Defense Force 4.1: The Shadow of New Despair"
2907,Legend of Kay,DS,2010.0,Action,JoWood Productions,0.06,0.0,0.0,0.0,0.06,,,tbd,,Firehazard Studio,E,Legend of Kay
2908,Speed,Wii,2010.0,Racing,Unknown,0.04,0.02,0.0,0.01,0.06,,,tbd,,Zoo Games,E,Speed
2909,The Technomancer,PS4,2016.0,Role-Playing,Focus Home Interactive,0.02,0.04,0.0,0.01,0.06,60.0,38.0,6.7,116.0,Spiders,M,The Technomancer
2910,Blur,Windows,2010.0,Racing,Activision,0.01,0.04,0.0,0.01,0.06,81.0,24.0,7.4,177.0,Bizarre Creations,E10+,Blur
2911,Attack on Titan (KOEI),Xbox One,2016.0,Action,Tecmo Koei,0.02,0.03,0.0,0.0,0.06,,,,,,,Attack on Titan (KOEI)
2912,EverQuest II: Destiny of Velious,Windows,2011.0,Role-Playing,Sony Online Entertainment,0.06,0.0,0.0,0.0,0.06,,,7.4,5.0,Sony Online Entertainment,T,"EverQuest II: Destiny of Velious,EverQuest II,Destiny of Velious"
2913,Chevrolet Camaro: Wild Ride,Wii,2010.0,Racing,Storm City Games,0.06,0.0,0.0,0.0,0.06,,,tbd,,CokeM Interactive,E,"Chevrolet Camaro,Chevrolet Camaro: Wild Ride,Wild Ride"
2914,Song of the Deep,Xbox One,2016.0,Action,Insomniac Games,0.05,0.0,0.0,0.01,0.06,66.0,12.0,6.9,20.0,Insomniac Games,E,Song of the Deep
2915,JoJo's Bizarre Adventure: All Star Battle,3DS,2012.0,Fighting,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,,,,,,,"All Star Battle,JoJo's Bizarre Adventure: All Star Battle,JoJo's Bizarre Adventure"
2916,Digimon All-Star Rumble,Xbox 360,2014.0,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.01,0.06,,,5.7,10.0,Prope,E10+,Digimon All-Star Rumble
2917,Dead Rising 2: Off the Record,Windows,2011.0,Action,Capcom,0.04,0.02,0.0,0.01,0.06,66.0,10.0,5.3,54.0,Capcom Vancouver,M,"Dead Rising 2,Off the Record,Dead Rising 2: Off the Record"
2918,Busy Scissors,DS,2010.0,Simulation,Little Orbit,0.06,0.0,0.0,0.0,0.06,,,tbd,,Little Orbit,E,Busy Scissors
2919,Dreamer Series: Zoo Keeper,DS,2010.0,Simulation,DreamCatcher Interactive,0.06,0.0,0.0,0.0,0.06,,,tbd,,,,"Dreamer Series: Zoo Keeper,Dreamer Series,Zoo Keeper"
2920,Santa Claus Is Comin' to Town!,Wii,2011.0,Puzzle,Crave Entertainment,0.06,0.0,0.0,0.0,0.06,,,tbd,,1st Playable Productions,E,Santa Claus Is Comin' to Town!
2921,Create,Windows,2010.0,Action,Electronic Arts,0.04,0.01,0.0,0.01,0.06,54.0,7.0,6.8,9.0,EA Bright Light,E,Create
2922,Tony Hawk's Pro Skater 5,PS3,2015.0,Sports,Activision,0.05,0.0,0.0,0.01,0.06,,,3.1,12.0,Robomodo,T,"Tony Hawk's Pro Skater 5,Tony Hawk's Pro Skater"
2923,Devil's Third,Wii U,2015.0,Action,Nintendo,0.04,0.02,0.0,0.01,0.06,43.0,54.0,6.5,283.0,Valhalla Game Studios,M,Devil's Third
2924,Corpse Party: Back to School Edition,3DS,2016.0,Adventure,Xseed Games,0.05,0.0,0.0,0.01,0.06,,,,,,,"Corpse Party: Back to School Edition,Corpse Party,Back to School Edition"
2925,MXGP 2,Xbox One,2016.0,Racing,Milestone S.r.l.,0.03,0.02,0.0,0.01,0.06,,,,,,,"MXGP,MXGP 2"
2926,Dance Sensation!,Wii,2010.0,Misc,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,,,,,,,Dance Sensation!
2927,Call of Duty: The War Collection,Xbox 360,2010.0,Shooter,Activision,0.05,0.0,0.0,0.0,0.06,,,tbd,,"Treyarch, Infinity Ward",M,"Call of Duty,CoD,Call of Duty: The War Collection,The War Collection"
2928,Satisfashion,DS,2010.0,Misc,Destineer,0.05,0.0,0.0,0.0,0.06,,,,,,,Satisfashion
2929,Imagine: Resort Owner,DS,2010.0,Strategy,Ubisoft,0.05,0.0,0.0,0.0,0.06,,,tbd,,Magic Pockets,E,"Resort Owner,Imagine: Resort Owner,Imagine"
2930,Paws & Claws: Pampered Pets 2,DS,2011.0,Simulation,THQ,0.05,0.0,0.0,0.0,0.06,,,,,,,"Paws & Claws,Paws & Claws: Pampered Pets,Pampered Pets 2,Paws & Claws: Pampered Pets 2"
2931,BlazBlue Central Fiction,PS3,2016.0,Fighting,PQube,0.02,0.02,0.02,0.01,0.06,,,tbd,,Arc System Works,T,BlazBlue Central Fiction
2932,Syphon Filter: Logan's Shadow,PS2,2010.0,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,,,7.9,9.0,Sony Bend,T,"Logan's Shadow,Syphon Filter: Logan's Shadow,Syphon Filter"
2933,Mayhem 3D,PS3,2011.0,Racing,Evolved Games,0.05,0.0,0.0,0.01,0.06,53.0,5.0,tbd,,"Left Field Productions, Zoo Games",E10+,Mayhem 3D
2934,Toy Soldiers: War Chest,Xbox One,2015.0,Action,Ubisoft,0.05,0.0,0.0,0.01,0.06,60.0,14.0,8.4,50.0,Krome Studios,,"Toy Soldiers,War Chest,Toy Soldiers: War Chest"
2935,Inversion,Xbox 360,2012.0,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,53.0,51.0,6.5,72.0,Saber Interactive,M,Inversion
2936,Exist Archive: The Other Side of the Sky,Vita,2015.0,Role-Playing,Aksys Games,0.01,0.0,0.05,0.0,0.06,71.0,8.0,8.3,12.0,Tri-Ace,T,"Exist Archive: The Other Side of the Sky,Exist Archive,The Other Side of the Sky"
2937,Rooms: The Main Building,Wii,2010.0,Adventure,Hudson Soft,0.05,0.0,0.0,0.0,0.06,60.0,8.0,tbd,,Hudson Entertainment,E,"Rooms,Rooms: The Main Building,The Main Building"
2938,Ivy the Kiwi?,Wii,2010.0,Puzzle,Rising Star Games,0.04,0.02,0.0,0.0,0.06,74.0,30.0,7.2,12.0,Prope,E,Ivy the Kiwi?
2939,Top Gun: Hard Lock,Xbox 360,2012.0,Action,505 Games,0.03,0.02,0.0,0.0,0.06,54.0,8.0,3.5,16.0,505 Games,T,"Hard Lock,Top Gun,Top Gun: Hard Lock"
2940,The Amazing Spider-Man 2 (2014),Wii U,2014.0,Action,Activision,0.03,0.02,0.0,0.0,0.06,,,,,,,"The Amazing Spider-Man 2 (2014),The Amazing Spider-Man 2"
2941,Gormiti: The Lords of Nature!,DS,2010.0,Adventure,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,,,,,,,"The Lords of Nature!,Gormiti,Gormiti: The Lords of Nature!"
2942,Atari's Greatest Hits: Volume 2,DS,2011.0,Misc,Atari,0.05,0.0,0.0,0.0,0.06,,,,,,,"Volume 2,Atari's Greatest Hits,Atari's Greatest Hits: Volume,Atari's Greatest Hits: Volume 2"
2943,Tropico 5,Xbox 360,2014.0,Simulation,Kalypso Media,0.03,0.02,0.0,0.0,0.06,71.0,4.0,7.2,9.0,Haemimont,T,"Tropico,Tropico 5"
2944,Hakuoki: Stories of the Shinsengumi,PS3,2010.0,Adventure,Idea Factory,0.03,0.0,0.03,0.01,0.06,,,6.5,10.0,Design Factory,M,"Hakuoki,Stories of the Shinsengumi,Hakuoki: Stories of the Shinsengumi"
2945,X-Men: Destiny,DS,2011.0,Action,Activision,0.05,0.01,0.0,0.0,0.06,33.0,6.0,5.6,7.0,Silicon Knights,E10+,"Destiny,X-Men: Destiny,X-Men"
2946,Pheasants Forever Wingshooter,Wii,2010.0,Shooter,Unknown,0.03,0.02,0.0,0.0,0.06,,,tbd,,High Voltage Software,T,Pheasants Forever Wingshooter
2947,Tokyo Twilight Ghost Hunters,PS3,2014.0,Role-Playing,Aksys Games,0.03,0.0,0.02,0.01,0.06,64.0,11.0,6.4,17.0,TOYBOX,T,Tokyo Twilight Ghost Hunters
2948,The Lord of the Rings: Aragorn's Quest,PS2,2010.0,Action,Warner Bros. Interactive Entertainment,0.03,0.02,0.0,0.01,0.06,,,tbd,,TT Fusion,E10+,"The Lord of the Rings: Aragorn's Quest,Aragorn's Quest,The Lord of the Rings"
2949,Ride to Hell,Xbox 360,2013.0,Racing,Deep Silver,0.04,0.01,0.0,0.01,0.06,19.0,14.0,1.3,433.0,"Eutechnyx, Deep Silver",M,Ride to Hell
2950,Rocket League,Windows,2016.0,Sports,505 Games,0.01,0.04,0.0,0.0,0.06,86.0,20.0,8.2,580.0,Psyonix,E,Rocket League
2951,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016.0,Misc,Tecmo Koei,0.01,0.0,0.05,0.0,0.06,,,,,,,"Sphere of Influence - Sengoku Risshiden,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,Nobunaga's Ambition"
2952,7 Days to Die,Xbox One,2016.0,Action,Telltale Games,0.03,0.02,0.0,0.0,0.05,35.0,17.0,5.2,74.0,The Fun Pimps Entertainment LLC,M,7 Days to Die
2953,Chuck E. Cheese's Playhouse,DS,2010.0,Misc,UFO Interactive,0.05,0.0,0.0,0.0,0.05,,,tbd,,UFO Interactive,E,Chuck E. Cheese's Playhouse
2954,My Amusement Park,DS,2010.0,Misc,Scholastic Inc.,0.05,0.0,0.0,0.0,0.05,,,tbd,,"Scholastic, Inc.",E,My Amusement Park
2955,Chocolatier,DS,2010.0,Misc,Zoo Games,0.05,0.0,0.0,0.0,0.05,,,tbd,,Zoo Games,E,Chocolatier
2956,Kid Fit Island Resort,Wii,2010.0,Sports,Avanquest,0.05,0.0,0.0,0.0,0.05,,,tbd,,Red Wagon Games,E,Kid Fit Island Resort
2957,Major League Baseball 2K11,PSP,2011.0,Sports,Take-Two Interactive,0.05,0.0,0.0,0.01,0.05,,,tbd,,Visual Concepts,E,Major League Baseball 2K11
2958,Enemy Front,PS3,2014.0,Shooter,City Interactive,0.01,0.04,0.0,0.01,0.05,43.0,12.0,6,75.0,CI Games,M,Enemy Front
2959,Ghostbusters (2016),PS4,2016.0,Action,Activision,0.04,0.0,0.0,0.01,0.05,,,,,,,"Ghostbusters,Ghostbusters (2016)"
2960,Front Mission Evolved,Windows,2010.0,Shooter,Square Enix,0.05,0.0,0.0,0.0,0.05,63.0,13.0,5.1,48.0,Double Helix Games,T,Front Mission Evolved
2961,Adventure Time: Finn & Jake Investigations,Xbox One,2015.0,Action,Little Orbit,0.03,0.02,0.0,0.0,0.05,,,,,,,"Adventure Time: Finn & Jake Investigations,Adventure Time,Finn & Jake Investigations"
2962,Virtual Villagers: A New Home,DS,2010.0,Simulation,PQube,0.04,0.01,0.0,0.0,0.05,,,tbd,,LDW,E,"A New Home,Virtual Villagers,Virtual Villagers: A New Home"
2963,Batman: A Telltale Game Series,PS3,2016.0,Adventure,Telltale Games,0.01,0.04,0.0,0.01,0.05,,,,,,,"Batman,Batman: A Telltale Game Series,A Telltale Game Series"
2964,Goosebumps: The Game,3DS,2015.0,Adventure,WayForward Technologies,0.05,0.0,0.0,0.01,0.05,,,tbd,,WayForward,E10+,"Goosebumps,The Game,Goosebumps: The Game"
2965,Petz Bunnyz Bunch,DS,2011.0,Simulation,Ubisoft,0.05,0.0,0.0,0.0,0.05,,,tbd,,Ubisoft,E,Petz Bunnyz Bunch
2966,Criminal Girls 2,Vita,2015.0,Role-Playing,Nippon Ichi Software,0.01,0.01,0.03,0.01,0.05,,,,,,,"Criminal Girls,Criminal Girls 2"
2967,Pucca Power Up,DS,2011.0,Platform,Rising Star Games,0.04,0.01,0.0,0.0,0.05,,,tbd,,Rising Star Games,E,Pucca Power Up
2968,Mighty No. 9,PS4,2016.0,Platform,Deep Silver,0.04,0.0,0.0,0.01,0.05,52.0,64.0,3.5,282.0,Inti Creates,E10+,"Mighty No. 9,Mighty No."
2969,Touch 'N' Play Collection,DS,2010.0,Misc,O-Games,0.03,0.01,0.0,0.0,0.05,,,tbd,,O-Games,E,Touch 'N' Play Collection
2970,Learn Science,DS,2010.0,Misc,DreamCatcher Interactive,0.05,0.0,0.0,0.0,0.05,,,tbd,,Dreamcatcher,E,Learn Science
2971,Arcania: Gothic 4,PS4,2015.0,Role-Playing,Nordic Games,0.04,0.0,0.0,0.01,0.05,,,,,,,"Gothic 4,Arcania: Gothic,Arcania,Arcania: Gothic 4"
2972,Men of War: Assault Squad,Windows,2011.0,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05,77.0,21.0,8.2,93.0,"THQ, 1C, 1C Company",T,"Men of War: Assault Squad,Assault Squad,Men of War"
2973,Sled Shred featuring the Jamaican Bobsled Team,Wii,2010.0,Sports,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,,,tbd,,Just For Fun,E,Sled Shred featuring the Jamaican Bobsled Team
2974,Dead Island Definitive Collection,Xbox One,2016.0,Action,Deep Silver,0.02,0.03,0.0,0.0,0.05,67.0,10.0,4.9,18.0,Techland,M,Dead Island Definitive Collection
2975,PAC-MAN and the Ghostly Adventures,Wii U,2013.0,Platform,Namco Bandai Games,0.03,0.01,0.0,0.0,0.05,58.0,9.0,6.5,16.0,"Namco Bandai Games, Monkey Bar Games",E10+,PAC-MAN and the Ghostly Adventures
2976,Animal Planet: Vet Collection,DS,2010.0,Simulation,Activision,0.05,0.0,0.0,0.0,0.05,,,tbd,,Activision,E,"Animal Planet: Vet Collection,Animal Planet,Vet Collection"
